name,special_price,price
"iPhone 16 5G - 6.1"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Teal",1350000,1350000
"iPhone 16 5G - 6.1"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Black",1350000,1350000
"iPhone 16 5G - 6.1"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Ultramarine",1350000,1350000
"iPhone 16 5G - 6.1"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Pink",1150000,1150000
"iPhone 16 5G - 6.1"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - White",1150000,1150000
"iPhone 16 5G - 6.1"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Teal",1150000,1150000
"iPhone 16 5G - 6.1"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Black",1150000,1150000
"iPhone 16 5G - 6.1"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Ultramarine",1150000,1150000
"iPhone 16 - 6.1"" 256GB - iOS 18 - A18 Bionic Super Retina Xdr Oled Display -5g - White",1420000,1500000
"iPhone 16 - 6.1"" -256GB iOS 18 - A18 Bionic Super Retina Xdr Oled Display -5g -Pink",1420000,1500000
"iPhone 16 - 6.1"" 256GB -iOS 18 - A18 Bionic Super Retina Xdr Oled Display -5g - Black",1420000,1500000
"iPhone 16 - 6.1"" - 256GB - iOS 18 - A18 Bionic Super Retina Xdr Oled Display -5g - Teal",1420000,1500000
"iPhone 16 - 6.1"" iOS 18 - 256GB A18 Bionic Super Retina Xdr Oled Display -5g -ultramarine",1420000,1500000
"iPhone16 - 6.1"" iOS 18 - 128GB A18 Bionic Super Retina Xdr Oled Display -5g - White",1220000,1300000
"iPhone16 - 6.1"" iOS 18 - 128GB A18 Bionic Super Retina Xdr Oled Display -5g -Pink",1220000,1300000
"iPhone 16 - 6.1"" Ios 18 - 128gb A18 Bionic Super Retina Xdr Oled Display -5G - Black",1220000,1300000
"iPhone 16 - 6.1"" iOS 18 - 128GB A18 Bionic Super Retina Xdr Oled Display -5g - Teal",1220000,1300000
"iPhone 16 - 6.1"" iOS 18  - 128GB  A18 Bionic Super Retina Xdr Oled Display -5g -Ultramarine",1220000,1300000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Silver - Renewed",1400000,1400000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Purple - Renewed",1400000,1400000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Gold - Renewed",1400000,1400000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Black - Renewed",1400000,1400000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Silver - Renewed",1350000,1350000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Gold - Renewed",1350000,1350000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 4323mAh - Purple - Renewed",1350000,1350000
"IPhone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5G - 4323mAh - Black - Renewed",1350000,1350000
"Iphone 14 Pro - 6.1"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Purple - Renewed",1300000,1300000
"Iphone 14 Pro - 6.1"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Gold - Renewed",1300000,1300000
"Iphone 14 Pro - 6.1"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Silver - Renewed",1300000,1300000
"Iphone 14 Pro - 6.1"" - 256GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Black - Renewed",1300000,1300000
"Iphone 14 Pro - 6.1"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Silver - Renewed",1250000,1250000
"Iphone 14 Pro - 6.1"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Purple - Renewed",1250000,1250000
"Iphone 14 Pro - 6.1"" - 128GB ROM - 6GB RAM - 1 Sim + Esim - 5g - 3200mAh - Gold - Renewed",1250000,1250000
"IPhone 14 Pro - 6.1"" - 128GB ROM - 6GB RAM - 1 sim + Esim - 5G - 3200mAh - Black - Renewed",1250000,1250000
"Iphone 15 Pro - 6.1"" - 128GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - Natural Titanium",1500000,1500000
"IPhone 15 Pro - 6.1"" - 128GB ROM - 8GB RAM - 1 Sim + Esim - 5G - 3274mAh - Blue",1500000,1500000
"IPhone 15 Pro - 6.1"" - 128GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - White",1500000,1500000
"IPhone 15 Pro - 6.1"" - 128GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - Black",1500000,1500000
"IPhone 15 Pro - 6.1"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - Blue",1650000,1650000
"IPhone 15 Pro - 6.1"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - White",1650000,1650000
"IPhone 15 Pro - 6.1"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - Natural Titanium",1650000,1650000
"IPhone 15 Pro - 6.1"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 3274mAh - Black",1650000,1650000
"IPhone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Black",1800000,1800000
"IPhone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Blue",1800000,1800000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Natural Titanium",1800000,1800000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - White",1800000,1800000
"Iphone 15 Pro Max - 6.7"" - 512GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Black",1900000,1900000
"Iphone 15 Pro Max - 6.7"" - 512GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Blue",1900000,1900000
"IPhone 15 Pro Max - 6.7"" - 512GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - White",1900000,1900000
"IPhone 15 Pro Max - 6.7"" - 512GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh - Natural Titanium",1900000,1900000
"Iphone 12 Pro - 128GB ROM - 6GB RAM - 5g - 6.1"" - Ios 14.1 - 1 Sim + E-sim - renewed",589999,750000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Face Id Unlock - 5g - 1 Sim & E-sim - renewed",599999,700000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Face Id Unlock - 5g - 1 Sim & E-sim - renewed",599999,700000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Face Id Unlock - 5g - 1 Sim & E-sim - renewed",599999,700000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Face Id Unlock - 5g - 1 Sim & E-sim- renewed",599999,700000
"Iphone 12 - 6.1"" - 4GB RAM - 64GB ROM - Face Id - Oled Screen- Single Sim - renewed",400000,550000
"Iphone 12 - 6.1"" - 4GB RAM - 128GB ROM - Oled Screen- Single Sim - 2815mAh - renewed",470000,650000
"Iphone 12 - 6.1"" - 4GB RAM - 128GB ROM - Single Sim - 2815mAh - renewed",470000,650000
"Iphone 12 - 6.1"" - 4GB RAM - 128GB ROM - Single Sim - 2815mAh- renewed",470000,650000
"Iphone 12 Pro Max - 6.7"" - 256GB ROM - 6GB RAM- 5g - Single Sim - 5000mAh' renewed",740000,900000
"Iphone 12 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 5g - Single Sim - 5000mAh - renewed",740000,900000
"Iphone 12 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 5g - Single Sim - 5000mAh - renewed",699999,850000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - - 5g - 1 Sim & E-sim- renewed",599999,720000
"Iphone 13 Pro - 6GB RAM -128GB ROM - 6.1"" Super Retina Oled -a15 Ios - Face Id - 1 Sim+e-sim- renewed",770000,800000
"Iphone 13 Pro -6GB RAM -128GB ROM - 6.1"" Super Retina Oled -a15 Ios - Face Id - 1 Sim+e-sim - renewed",770000,800000
"Iphone 13 Pro - 6GB RAM - 256GB ROM - 6.1""inc Super Retina Oled  - 1 Sim+e-sim - renewed",829999,900000
"Iphone 13 Pro - 6GB RAM - 128GB ROM - 6.1"" Super Retina Oled  - Face Id 1 Sim+e-sim- renewed",770000,800000
"Iphone 13 Pro- 6GB RAM - 128GB ROM - 6.1"" Super Retina Oled -a15 Ios  1 Sim+e-sim-  renewed",769999,800000
"Iphone 13 Pro - 6GB RAM - 128GB ROM - 6.1"" Super Retina Oled - Face Id - 1 Sim+e-sim - renewed",769999,800000
"Iphone 13 Pro - 6GB RAM - 256GB ROM - 6.1"" Super Retina Oled - Face Id - 1 Sim+e-sim-renewed",829999,900000
"Iphone 13 Pro - 6GB RAM - 256GB ROM - 6.1""inc Super Retina Oled  - 1 Sim+e-sim-renewed",829999,900000
"Iphone 13 Pro - 6GB RAM -256GB ROM - 6.1""inc Super Retina Oled - Face Id -1 Sim+e-sim-renewed",829999,900000
"Iphone 13 Pro Max - 6GB RAM - 128GB ROM - 6.1""inc Super Retina Oled - 1 Sim+e-sim-renewed",848999,900000
"iPhone 12 Pro Max - 6.7"" - 256GB - 5g - Single Sim - 5000mAh - Renewed",740000,890000
"iPhone 12 Pro Max - 6.7"" - 128GB - 5g - Single Sim - 5000mAh - Renewed",690000,750000
"iPhone 12 Pro Max - 6.7"" - 128GB - 5g - Single Sim - 5000mAh - Renewed",690000,750000
"Iphone 12 - 6.1"" -4GB RAM - 64GB ROM  - Face Id - Oled Screen- Single Sim renewed",400000,550000
"Iphone 12 - 6.1"" - 4GB RAM - 64GB ROM - Face Id - Oled Screen renewed",400000,550000
"iPhone 12 Pro - 6.1"" - 128gb Rom- Nano Sim - 1 Sim & E-sim - Renewed",589999,750000
iPhone 12 Pro - 128gb Rom - iOS 14.1 - 1 Sim & E-sim - Renewed,589999,750000
iPhone 12 Pro - 128GB - iOS 14.1 - 1 Sim & E-sim -Renewed,589999,750000
"iPhone one 13 Pro - 256gb Rom - 6.1""inc Super Retina Oled -a15 Ios - 1 Sim+e-sim- renewed",829999,900000
"iPhone 13 Pro Max - 256gb - 6.1""inc Super Retina Oled -a15 Ios - 1 Sim+e-sim- Renewed",920000,980000
"iPhone 13 Pro Max - 256GB- 6.1""inc Super Retina Oled -a15 Ios- 1 Sim+e-sim- renewed",920000,980000
"iPhone 13 Pro Max 6.1"" - 256gb -  1 Sim+e-sim Super Retina Oled. - Renewed",920000,980000
"iPhone 13 - 6.1""- 1sim+ E-sim - 4gb Ram - 128gb Rom - Super Retina - Oled - 3240mah- Renewed",619999,700000
"iPhone 13 - 6.1""- 1sim+ E-sim - 4gb Ram - 128gb Rom - Super Retina - 3240mah- Renewed",619999,700000
"iPhone 13 - 6.1""- 1sim+ E-sim - 4gb Ram - 128gb Rom - Super Retina -Renewed",619999,700000
"iPhone 13 - 6.1""- 1sim+ E-sim - 128GB- Super Retina Xdr Oled-Renewed",619999,700000
"iPhone 13 Pro Max 6.1"" 256gb - 1 Sim+e-sim  Super Retina Oled- Renewed",920000,980000
"iPhone 13 Pro Max 6.1"" - 256gb Ios Sim+e-sim Super Retina Oled- renewed",920000,980000
"iPhone 13 Pro Max - 128GB - 6.1""inc Super Retina Oled - 1 Sim+e-sim - Renewed",848999,900000
"iPhone 13 - 6.1""- 1sim+ E-sim -128GB - Super Retina - Xdr Oled - 3240mAh- Renewed",619999,700000
"iPhone 13 Pro Max- 128GB - 6.1""inc Super Retina Oled -a15 iOS - 1 Sim+e-sim - Renewed",848999,900000
"iPhone 13 Pro Max -128GB - 6.1""inc Super Retina Oled -a15 iOS - 1 Sim+e-sim- Renewed",848999,900000
"Iphone 11 Pro - 5.8"" - 64GB ROM - 4GB RAM - 4g Lte - Single Sim - 3046mAh - Green - Renewed",449999,500000
"Iphone 12 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 5g - Single Sim - 5000mAh - Renewed",740000,890000
"Iphone 12 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 5g - Single Sim - 5000mAh - Renewed",740000,890000
"Iphone Xr - 6.1"" - 3GB RAM - 64GB ROM - Wifi + 4g - Nano Sim - 3000mAh - Black - Renewed",328999,480000
"Iphone Xr - 6.1"" - 3GB RAM - 64GB ROM - Wifi + 4g - Nano Sim - 3000mAh - Renewed",328999,480000
"Iphone Xr - 6.1"" - 3GB RAM - 128GB ROM - Wifi + 4g - Nano Sim - 3000mAh - Black - Renewed",369000,480000
"Iphone Xr - 6.1"" - 3GB RAM - 64GB ROM - Wifi + 4g - Nano Sim - 3000mAh - Blue - Renewed",328999,480000
"Iphone Xr - 6.1"" - 3GB RAM - 128GB ROM - Wifi + 4g - Nano Sim - 3000mAh - Blue - Renewed",369900,480000
"Iphone 8 - 4.7"" - 64GB ROM - 2GB RAM - Wifi + 4g - Nano Sim - 3000mAh - Black - Renewed",189000,250000
"Iphone 8 - 4.7"" - 64GB ROM - 2GB RAM - Wifi + 4g - Nano Sim - 3000mAh - Silver - Renewed",189000,195000
"Iphone 8 - 4.7"" - 64GB ROM - 2GB RAM - Wifi + 4g - Nano Sim - 3000mAh - Gold - Renewed",189000,245000
"Iphone 11 - 6.1"" - 64GB ROM + 4GB RAM - Wifi +4g - Nano Sim - 3110mAh - Green - Renewed",415000,500000
"Iphone 11 - 6.1"" - 64GB ROM + 4GB RAM - Wifi +4g - Nano Sim - 3110mAh - White - Renewed",415000,500000
"Iphone 11 - 6.1"" - 128GB ROM + 4GB RAM - Wifi + 4g - Nano Sim - 3110mAh - Renewed",450000,500000
"Iphone 11 - 6.1"" - 128GB ROM + 4GB RAM - Wifi + 4g - Nano Sim - 3110mAh - Purple - Renewed",450000,500000
"Iphone 11 - 6.1"" - 64GB ROM + 4GB RAM - Wifi + 4g - Nano Sim - 3110mAh - Purple - Renewed",399999,450000
"Iphone 11 - 6.1"" - 128GB ROM + 4GB RAM - Wifi + 4g - Nano Sim - 3000mAh - Black - Renewed",459995,505000
"Iphone 8 - 4.7"" - 64GB ROM - 2GB RAM - Wifi + 4g - Nano Sim - Red - Renewed",179899,195000
"iPhone 11 - 6.1"" - 64GB ROM + 4GB RAM - Wifi + 4g - Nano Sim - 3110mAh - Green - Renewed",399999,505000
"Iphone Xr - 6.1"" - 64GB ROM - 3GB RAM - Wifi + 4g - Nano Sim - 3000mAh - Renewed",328999,390000
"Iphone 11 Pro Max - 5.8"" - 64GB ROM - 4GB RAM - 4g Lte - Single And E-sim - 3969mAh - Renewed",539999,620000
"Iphone 11 Pro Max - 5.8"" - Single Sim - 64GB ROM - 4GB RAM - 4g Lte - Single Sim - 3969mAh - Renewed",529999,620000
"Iphone 11 Pro - 5.8"" - 64GB ROM - 4GB RAM - 4g Lte - Single Sim Apple - Renewed",449999,500000
Iphone 11 Pro Max - Face Id - Single Sim- 64GB ROM - 4GB RAM - 4g Lte - 3969mAh - Renewed,519000,600000
"Iphone 13 Pro Max - 6GB RAM - 128GB ROM - 6.1""inc Super Retina Oled -a15 Ios 1 Sim+e-sim - Renewed",848999,900000
"iPhone 15 Pro Max - 6.7"" - 256GB ROM - Natural Titanium - 4422mAh - Renewed",1564000,1600000
iPhone 15 Pro - 128GB - Blue Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1289999,1300000
"iPhone 15 Pro Max - 6.7"" - 256GB ROM - Blue Titanium - 4,422mAh - Renewed",1564000,1600000
"iPphone 15 Pro Max - 6.7"" - 256GB ROM - Black Titanium - 4422mAh - Renewed",1564000,1600000
"iPhone 15 Pro Max - 6.7"" - 256GB ROM - White Titanium - 4422mAh - Renewed",1564000,1600000
iPhone 15 Pro - 256GB Black Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1389999,1430000
iPhone 15 Pro - 256GB Blue Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1389999,1430000
iPhone 15 Pro - 256GB Natural Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1389999,1430000
iPhone 15 Pro - 256GB White Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1389999,1430000
iPhone 15 Pro - 128GB White Titanium - 1 Physical Sim + 1 Esim - 3274mAh - Renewed,1289999,1300000
iPhone 15 Pro - 128GB Natural Titanium - 1 Physical Sim + 1 Esim - Renewed,1289999,1300000
"iPhone 15 - 5G - 6.1""- Black Titanium - 128GB - 1Sim + E-sim- Renewed",970000,1000000
"iPhone 15 - 5G - 6.1""- Oled - 256GB - 1Sim + E-sim- Renewed",1080000,1130000
"iPhone 15 - 5G - 6.1""- Oled - 256GB - 1Sim + E-sim- Renewed",1080000,1130000
"iPhone 15 - 5G - 6.1""- Oled - 128GB - 1Sim + E-sim- Renewed",970000,1000000
"iPhone 15 - 5G - 6.1""- Oled - 128GB - 1Sim + E-sim- Renewed",970000,1000000
"iPhone 11 - 6.1"" -64GB ROM - 4GB RAM - Single Sim & E-sim - White - Renewed",494999,595000
"iphone 11 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 4g Lte With Facetime - Renewed",494999,595000
iphone 11 - 128GB ROM - 4GB RAM - Single Sim + E-sim- 4g Lte - Black - Renewed,519999,595000
"iphone 11 - 6.1""- 128GB ROM - 4GB RAM - Single Sim + E-sim- 4g Lte - White - Renewed",519999,595000
"iphone 11 - 6.1""- 128GB ROM - 4GB RAM - Single Sim + E-sim - Green - Renewed",519999,595000
"iphone 11 - 6.1""- 128GB ROM - 4GB RAM - Single Sim + E-sim - 4g Lte - Renewed",519999,595000
"iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - 5g - Nano Sim + E-sim - 3000mAh - Grey - Renewed",749999,820000
"Iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - 5g - Nano Sim + E-sim - 3000mAh - Gold - Renewed",749999,820000
"iphone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - 5g - Nano Sim + E-sim - 3000mAh - White - Renewed",749999,820000
"iphone 12 Pro Max - 6.7"" - 6GB RAM - 128GB ROM - 5g - Nano Sim + E-sim - 3000mAh - Grey - Renewed",849999,960000
"iphone 12 Pro Max - 6.7"" - 6GB RAM - 128GB ROM - 5g - Nano Sim + E-sim - 3000mAh - White - Renewed",849999,960000
"Iphone 12 Pro Max - 6.7"" - 6GB RAM - 128GB ROM - 5g - Nano Sim + E-sim - 3000mAh - Blue - Renewed",849999,960000
"iphone 12 Pro Max - 6.7"" - 6GB RAM - 128GB ROM - 5g - Nano Sim + E-sim - 3000mAh - Gold - Renewed",849999,960000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Blue - Renewed",610000,610000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - White - Renewed",610000,610000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Red - Renewed",600000,600000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Green - Renewed",600000,600000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Black - Renewed",600000,600000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - White - Renewed",570000,570000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Red - Renewed",570000,570000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Blue - Renewed",570000,570000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Green - Renewed",570000,570000
"iPhone 12 - 6.1"" - 64GB ROM- 4GB RAM - Single Sim - 2815mAh  - Renewed",570000,570000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",710000,710000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",740000,740000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Gold - Renewed",750000,750000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Gold - Renewed",700000,700000
"IPhone 12 Pro 5g - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",700000,700000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Blue - Renewed",800000,800000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Silver - Renewed",800000,800000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Gold - Renewed",800000,800000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Graphite - Renewed",800000,800000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Graphite - Renewed",850000,850000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Blue - Renewed",850000,850000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Silver - Renewed",850000,850000
"Iphone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Gold - Renewed",850000,850000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Green - Renewed",580000,580000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Blue - Renewed",580000,580000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Red - Renewed",580000,580000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - White - Renewed",580000,580000
"IPhone 12 - 6.1"" - 128gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Black - Renewed",580000,580000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - White - Renewed",530000,530000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Red - Renewed",530000,530000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Blue - Renewed",520000,520000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Green - Renewed",530000,530000
"IPhone 12 - 6.1"" - 64gb Rom- 4gb Ram - 4gb Lte - Single Sim - 2815mah - Black - Renewed",530000,530000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Gold - Renewed",700000,700000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",680000,680000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",680000,680000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",680000,680000
"IPhone 12 Pro 5G - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Gold - Renewed",680000,680000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Silver - Renewed",790000,790000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Blue - Renewed",790000,790000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Gold - Renewed",790000,790000
"IPhone 12 Pro Max - 6.7"" - 128gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Graphite - Renewed",790000,790000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Silver - Renewed",830000,830000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Blue - Renewed",830000,830000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Graphite - Renewed",830000,830000
"IPhone 12 Pro Max - 6.7"" - 256gb Rom- 6gb Ram - Single Sim- 5g - 3687mah - Gold - Renewed",830000,830000
"Iphone 14 Pro Max - 5g 6.7"" 256gb Rom - Retina Oled Face Id -4323mah - Renewed..",1140000,1300000
"Iphone 14 Pro Max - 5g 6.7"" 256gb Rom - Retina Oled Face Id -4323mah - Renewed",1140000,1300000
"Iphone 14 Pro Max - 5g 6.7"" 256gb Rom - Retina Oled Face Id -4323mah - Renewed",1140000,1300000
"Iphone 14 Pro Max 5g - 6.7"" - 256 Rom - 6gb Ram - Nano-sim - 4323mah - Renewed",1140000,1300000
"Iphone 14 Pro Max - 5g 6.7"" 128gb Rom Retina Oled Face Id -4323mah - Renewed",1090000,1150000
"Iphone 14 Pro Max - 5g 6.7"" 128gb Rom - Retina Oled Face Id -4323mah - Renewed.",1090000,1150000
"Iphone 14 Pro Max - 5g 6.7"" 128gb Rom - Retina Oled Face Id -4323mAh - Renewed",1090000,1150000
"Iphone 14 Pro Max 5g - 6.7"" - 128 Rom - 6gb Ram - Nano-sim - 4323mah  - Renewed",1090000,1150000
"Iphone 14 Pro - 256gb Rom 6gb Ram (1sim + 1 Esim) 6.1"" Oled Face Id 5g Smartphone - Renewed",985000,1000000
"Iphone 14 Pro 5g - 6.1"" - 256gb Rom - 6gb Ram - Nano-sim - 3200mah - Renewed",985000,1000000
"Iphone 14 Pro 5g - 6.1"" - 256gb Rom - 6gb Ram - Nano-sim - 3200mah - - Renewed",985000,1000000
