name,special_price,price
"IPhone 16 Pro Max - 6.9"" - 512GB ROM - 8GB RAM - Single Sim - 5g - 4685mAh - Black",2300000,2300000
"IPhone 16 Pro Max - 6.9"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 4685mAh - Natural Titanium",2200000,2200000
"IPhone 16 Pro Max - 6.9"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 4685mAh - Desert Titanium",2200000,2200000
"IPhone 16 Pro Max - 6.9"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 4685mAh - White",2200000,2200000
"Iphone 16 Pro Max - 6.9"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 4685mAh - Black",2200000,2200000
"IPhone 16 Plus 5g - 6.7"" - 256GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - White",1700000,1700000
"IPhone 16 Plus 5g - 6.7"" - 256GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Ultramarine",1700000,1700000
"IPhone 16 Plus 5g - 6.7"" - 256GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Teal",1700000,1700000
"IPhone 16 Plus 5g - 6.7"" - 256GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Pink",1700000,1700000
"IPhone 16 Plus 5g - 6.7"" - 256GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Black",1700000,1700000
"IPhone 16 Plus 5g - 6.7"" - 128GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - White",1600000,1600000
"IPhone 16 Plus 5g - 6.7"" - 128GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Ultramarine",1600000,1600000
"IPhone 16 Plus 5g - 6.7"" - 128GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Teal",1600000,1600000
"IPhone 16 Plus 5g - 6.7"" - 128GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Pink",1620000,1620000
"IPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Single Nano Sim - 4674mAh - Black",1600000,1600000
"Iphone 15 - 6.1"" - 256GB RAM - 6GB ROM - Single Sim -3349mAh - Green",1050000,1050000
"Iphone 15 - 6.1"" - 256GB RAM - 6GB ROM - Single Sim -3349mAh - Pink",1050000,1050000
"Iphone 15 - 6.1"" - 256GB RAM - 6GB ROM - Single Sim -3349mAh - Blue",1050000,1050000
"Iphone 15 - 6.1"" - 256GB RAM - 6GB ROM - Single Sim -3349mAh - Black",1050000,1050000
"Iphone 15 - 6.1"" - 256GB RAM - 6GB ROM - Single Sim -3349mAh - Yellow",1050000,1050000
iPhone 16e 128GB Single SIM White,1000000,1000000
iPhone 16e 128GB Single SIM Black,1000000,1000000
"IPhone 16 - 6.1"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Ultramarine",1500000,1500000
"IPhone 16 - 6.1"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Pink",1510000,1510000
"IPhone 16 - 6.1"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Teal",1500000,1500000
"IPhone 16 - 6.1"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - White",1500000,1500000
"Iphone 16 - 6.1"" - 256GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Black",1500000,1500000
"IPhone 16 - 6.1"" - 128GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Ultramarine",1500000,1500000
"IPhone 16 - 6.1"" - 128GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Teal",1500000,1500000
"IPhone 16 - 6.1"" - 128GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Pink",1500000,1500000
"IPhone 16 - 6.1"" - 128GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - White",1500000,1500000
"Iphone 16 - 6.1"" - 128GB ROM - 8GB RAM - Single Sim - 5g - 3561mAh - Black",1500000,1500000
"Iphone 15 - 6.1"" - 128GB RAM - 6GB ROM - Single Sim - 3349mAh - Yellow",1000000,1000000
"Iphone 15 - 6.1"" - 128GB RAM - 6GB ROM - Single Sim - 3349mAh - Blue",1000000,1000000
"Iphone 15 - 6.1"" - 128GB RAM - 6GB ROM - Single Sim - 3349mAh - Pink",1000000,1000000
"Iphone 15 - 6.1"" - 128GB RAM - 6GB ROM - Single Sim - 3349mAh - Green",1000000,1000000
"IPhone 15 - 6.1"" - 128GB RAM - 6GB ROM - Single Sim - 3349mAh - Black",1000000,1000000
Iphone 16 256GB - White,1589999,1700000
"Iphone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - Nano physical sim - Desert Titanium",2150000,2200000
"Iphone 16 Pro Max - 5G - 6.9"" - 8GB RAM - 256GB ROM - 4500mAh - Dual Sim - Natural Titanium",2200000,2300000
"Iphone 16 Pro Max 5g - 6.9"" - 256GB ROM - 8GB RAM - Nano Sim - Black Titanium",1989999,2100000
"Iphone 14 Pro 6.1"" - 256GB ROM + 6GB RAM - Nano Sim",990000,1100000
Iphone 16 Pro - 128GB - 8GB - 5g - Black Titanium,1690000,1790000
Iphone 16 Pro - 128GB - 8GB - 5g - Desert Titanium,1690000,1790000
"Iphone 16 Pro Max 5g - 6.9"" - 256GB ROM - 8GB RAM - Nano Sim - White Titanium",1989999,2100000
"Iphone 16 Pro Max 5g - 6.9"" - 256GB ROM - 8GB RAM - Nano Sim - Natural Titanium",1989999,2100000
"Iphone 16 Pro Max 5g - 6.9"" - 256GB ROM - 8GB RAM - Nano Sim - Desert",1989999,2100000
Iphone 16 Pro - 8GB - 128GB - 5g - Natural Titanium,1690000,1790000
Iphone 16 Pro - 8GB - 128GB - 5g - White Titanium,1690000,1790000
Iphone 16 Pro - 8GB - 256GB - 5g - White Titanium,1755000,1900000
Iphone 16 Pro - 8GB - 256GB - 5g - Natural Titanium,1755000,1900000
Iphone 16 Pro - 256GB - 8GB - 5g - Desert Titanium,1755000,1900000
Iphone 16 Pro - 256GB - 8GB - 5g - Black Titanium,1755000,1900000
"Iphone 15 Pro Max - 8GB - 256GB - 6.7"" - Dual Sim- 5G - 4422mAh - Black Titanium",1800000,1900000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - White Titanium - 4422mAh",1650000,1790000
"Iphone 14 Pro 6.1"" - 256GB ROM + 6GB RAM - Nano Sim - Purple",990000,1100000
"Iphone 14 Pro 6.1"" - 256GB ROM  + 6GB RAM -  Nano Sim - Silver",990000,1100000
"Iphone 14 Pro 6.1"" - 256GB ROM + 6GB RAM - Nano Sim - Space Black",990000,1100000
"Iphone 14 Pro - 6.1"" - 128GB ROM + 6GB RAM - Nano Sim - Space Black",930000,1100000
"Iphone 14 Pro - 6.1"" - 128GB ROM + 6GB RAM - Nano Sim - Deep Purple",930000,1100000
"Iphone 14 Pro - 6.1"" - 128GB ROM + 6GB RAM - Nano Sim - Gold",930000,1100000
"Iphone 14 Pro - 6.1"" - 128GB ROM + 6GB RAM - Nano Sim - Silver",930000,1100000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM - 1 Sim + Esim - 5g - 4441mAh",1650000,1790000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM 5g - 4441mAh",1650000,1790000
"Iphone 15 Pro Max - 6.7"" - 256GB ROM - 8GB RAM 5g - 4422mAh",1650000,1790000
"iPhone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - 4685mAh - Black",1930000,2000000
"Iphone 15 Pro 6.1"" - 256GB ROM + 8GB RAM - Nano Sim - 5g",1480000,1690000
"Iphone 15 Pro - 6.1"" - 256GB ROM + 8GB RAM -  Nano Sim - 5g",1480000,1690000
"Iphone 15 Pro - 6.1"" - 256GB ROM + 8GB RAM - Nano Sim - 5g - Natural",1480000,1690000
"Iphone 15 Pro - 6.1"" - 256GB ROM + 8GB RAM -  Nano Sim",1480000,1690000
"Iphone 15 Pro 6.1"" - 128GB ROM  + 8GB RAM - Nano Sim - 5g",1379999,1560000
"Iphone 15 Pro - 6.1"" - 128GB ROM + 8GB RAM - Nano Sim - 5g - Natural",1379999,1550000
"Iphone 15 Pro - 6.1"" - 128GB ROM + 8GB RAM -  Nano Sim - 5g.",1379999,1590000
"Iphone 15 Pro - 6.1"" - 128GB ROM + 8GB RAM -  Nano Sim",1379999,1530000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 5g - 4323mAh - Purple",1100000,1300000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 5g - 4323mAh - Gold",1100000,1300000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM. - 5g - 4323mAh. - Silver",1100000,1300000
"Iphone 14 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - 5g - 4323mAh",1100000,1300000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM  - 6GB RAM -5g - 4323mAh - Purple",1170000,1300000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - 5g - 4323mAh",1170000,1300000
"Iphone 14 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - - 5g - 4323mAh",1170000,1300000
"Iphone 14 - 6.1"" - 256GB ROM - 6GB RAM - 1sim +1 Esim - 5g - 3279mAh",819999,950000
"Iphone 14 - 6.1"" - 256GB ROM - 6GB RAM - Single Sim +1 Esim - 5g",819999,950000
"Iphone 14 - 256GB ROM  -  6GB RAM  - 1 Sim+1 Esim 6.1"" Genuine Super Retina Oled -5g",819999,950000
"Iphone 14 - 256GB ROM - 6GB  RAM  - 1 Sim+1 Esim 6.1"" Genuine Super Retina Oled 5g",819999,950000
"Iphone 14 - 6.1"" - 128GB ROM - 6GB RAM - 1sim +1 Esim - 5g - 3279mAh",740000,900000
"Iphone 14 - 6.1"" - 128GB ROM - 6GB RAM - Single Sim +1 Esim - 5g - 3279mAh",740000,900000
"Iphone 14 - 6.1"" - 128GB ROM - 6GB RAM - Single Sim +1 Esim",740000,900000
"Iphone 14 - 6.1"" - 128GB ROM - 6GB RAM - Single Sim +1 Esim",740000,900000
"Iphone 14 - 6.1"" - 128GB ROM- 6GB RAM - Single Sim +1 Esim - 5g",740000,980000
"iPhone 15 - 6.1"" - 128GB ROM - 6GB RAM - Nano SIM + eSIM - 5g - Black",1100000,1250000
"Iphone 14 Pro - 6.1"" - 128gb Rom - 6gb Ram - 1 Sim + Esim - 5g - 3200mah - Purple - Renewed",1050000,1050000
"Iphone 13 Pro 5g - 6.1"" - 128gb Rom - 6gb Ram - 1sim - Ios 15 - 3095mah - Renewed- Blue",770000,770000
"Iphone 12 Pro - 128gb Rom - 6gb Ram - 5g - 6.1"" - Ios 14.1 - 1 Sim - Renewed- Blue",570000,570000
"Iphone 12 Pro Max - 6.7"" - 128gb Rom - 6gb Ram- 5g - Single Sim - 3687mah- Renewed - Blue",740000,740000
"IPhone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Yellow",890000,890000
"IPhone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Midnight",890000,890000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Blue",950000,950000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Yellow",950000,950000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Starlight",950000,950000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Purple",950000,950000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Red",950000,950000
"IPhone 14 - 6.1"" - 256GB ROM- 6GB RAM- Single Sim + Esim - 5g - 3279mAh - Midnight",950000,950000
"Iphone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Purple",890000,890000
"Iphone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Starlight",890000,890000
"IPhone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Blue",890000,890000
"IPhone 14 - 6.1"" - 128GB ROM- 6GB RAM- Single Sim +1 Esim - 5g - 3279mAh - Red",890000,890000
"IPhone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Single Sim - 2815mAh - Silver - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Single Sim - 2815mAh - Gold- Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Single Sim - 2815mAh - Graphite - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256GB ROM - 6GB RAM - Single Sim - 2815mAh - Blue - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 128GB ROM - 6GB RAM - Single Sim - 2815mAh - Silver - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128GB ROM - 6GB RAM - Single Sim - 2815mAh - Gold - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128GB ROM - 6GB RAM - Single Sim - 2815mAh - Graphite - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128GB ROM - 6GB RAM - Single Sim - 2815mAh - Blue - Renewed",670000,670000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Black - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Purple - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Red - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - White - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Green - Renewed",590000,590000
"Iphone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Blue - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Black - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Purple - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Red - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Green - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - White - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Blue - Renewed",590000,590000
iPhone 16 Pro 256GB Dual Sim Desert,1950000,1950000
iPhone 16 Pro 256GB  Dual Sim White,1950000,1950000
iPhone 16 Pro 256GB Dual Sim Natural,1950000,1950000
iPhone 16 Pro 256GB Dual Sim Black,1950000,1950000
iPhone 16 Pro 128GB Dual Sim Desert,1800000,1800000
"IPhone 12 Pro - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah -gold- Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 256gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",750000,750000
"IPhone 12 Pro - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Silver - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Gold - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Graphite - Renewed",670000,670000
"IPhone 12 Pro - 6.1"" - 128gb Rom - 6gb Ram - Single Sim - 2815mah - Blue - Renewed",670000,670000
"IPhone 12 - 6.1"" - 128gb Rom - 4gb Ram - Single Sim - 2815mah - Red - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128gb Rom - 4gb Ram - Single Sim - 2815mah - White - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128gb Rom - 4gb Ram - Single Sim - 2815mah - Black - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - 2815mAh - Purple - Renewed",590000,590000
"IPhone 12 - 6.1"" - 128GB ROM- 4GB RAM - Single Sim - 2815mAh - Blue - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Red - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - White - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM- Single Sim - 2815mAh - Black - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Purple - Renewed",590000,590000
"IPhone 12 - 6.1"" - 64GB ROM - 4GB RAM - Single Sim - 2815mAh - Blue - Renewed",590000,590000
iPhone 16 Pro 512GB Single Sim Desert,2200000,2200000
iPhone 16 Pro 512GB Single Sim White,2200000,2200000
iPhone 16 Pro 512GB Single Sim Natural,2200000,2200000
iPhone 16 Pro 512GB Single Sim Black,2200000,2200000
iPhone 16 Pro 512GB Dual Sim Desert,2300000,2300000
iPhone 16 Pro 512GB Dual Sim White,2300000,2300000
iPhone 16 Pro 512GB Dual Sim Natural,2300000,2300000
iPhone 16 Pro 512GB Dual Sim Black,2300000,2300000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Gold",837000,837000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Midnight",619000,619000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Green",619000,619000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Blue",619000,619000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Midnight",694000,694000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Green",694000,694000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Blue",694000,694000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Graphite",837000,837000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Blue",837000,837000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Graphite",915000,915000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Gold",915000,915000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Blue",915000,915000
Iphone 16 256GB White,1420000,1500000
iPhone 16 256GB Black,1420000,1500000
iPhone 16 256GB Pink,1420000,1500000
iPhone 16 256GB Teal,1420000,1500000
iPhone 16 256GB Ultramarine,1420000,1500000
iPhone 16 128GB White,1220000,1450000
iPhone 16 128GB Black,1220000,1450000
iPhone 16 128GB Pink,1220000,1450000
iPhone 16 128GB Teal,1220000,1450000
iPhone 16 128GB Ultramarine,1260000,1450000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Blue - Renewed",915000,915000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Gold - Renewed",915000,915000
"IPhone 13 Pro Max - 6.7"" - 256GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Graphite",915000,915000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Blue",837000,837000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Gold - Renewd",837000,837000
"IPhone 13 Pro Max - 6.7"" - 128GB ROM - 6GB RAM - Single Sim - IOS 15 - 4352mAh - Graphite - Renewed",837000,837000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 5G - 3240mAh - Blue - Renewed",694000,694000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 5G - 3240mAh - Green",694000,694000
"IPhone 13 - 6.1"" - 256GB ROM - 4GB RAM - Single Sim - IOS 15 - 5G - 3240mAh - Midnight - Renewed",694000,694000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 5G - 3240mAh - Blue",619000,619000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 5G - 3240mAh - Green",619000,619000
"IPhone 13 - 6.1"" - 128GB ROM - 4GB RAM - Single Sim - IOS 15 - 3240mAh - Midnight - Renewed",619000,619000
iPhone 16 Pro 5G - 1TB - Single SIM - Desert,2700000,2700000
iPhone 16 Pro 5G - 1TB - Single SIM - White,2700000,2700000
iPhone 16 Pro 5G - 1TB - Single SIM - Natural,2700000,2700000
iPhone 16 Pro 5G - 1TB - Single SIM - Black,2700000,2700000
"iPhone 15 Pro Max 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - 4441mAh - White",1850000,1850000
"iPhone 15 Pro Max 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - 4441mAh - Black",1850000,1850000
"iPhone 15 Pro Max 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - 4441mAh - Natural",1850000,1850000
"iPhone 15 Pro Max 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - 4441mAh - Blue",1850000,1850000
iPhone 16 Pro Max 1TB Dual Sim Desert,2900000,2900000
iPhone 16 Pro Max 1TB Dual Sim White,2900000,2900000
iPhone 16 Pro Max 1TB Dual Sim Natural,2900000,2900000
iPhone 16 Pro Max 1TB Dual Sim Black,2900000,2900000
iPhone 16 Pro Max  512GB Dual Sim Desert,2500000,2500000
iPhone 16 Pro Max 512GB Dual Sim White,2500000,2500000
iPhone 16 Pro Max  512GB Dual Sim Natural,2500000,2500000
iPhone 16 Pro Max Dual Sim 512GB Black,2500000,2500000
iPhone 16 Pro Max 256GB Dual Sim Desert,2200000,2200000
iPhone 16 Pro Max 5G 256GB Dual Sim White,2200000,2200000
iPhone 16 Pro Max 256GB Dual Sim Natural,2200000,2200000
iPhone 16 Pro Max 256GB Dual Sim  Black,2200000,2200000
"Iphone 16 Pro 5g - 6.3"" - 128GB ROM - 8GB RAM - Nano Sim - Ios 18 - Face Id - 3582mAh - Natural",1550000,1550000
"iPhone 16 Pro Max 5G - 6.9"" - 1TB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Desert",2650000,2650000
"iPhone 16 Pro Max 5G - 6.9"" - 1TB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - White",2650000,2650000
"iPhone 16 Pro Max 5G - 6.9"" - 1TB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Natural",2650000,2650000
"iPhone 16 Pro Max 5G - 6.9"" - 1TB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Black",2650000,2650000
"iPhone 16 Pro Max 5G - 6.9"" - 512GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Desert",2300000,2300000
"iPhone 16 Pro Max 5G - 6.9"" - 512GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - White",2300000,2300000
"iPhone 16 Pro Max 5G - 6.9"" - 512GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Natural",2300000,2300000
"iPhone 16 Pro Max 5G - 6.9"" - 512GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Black",2300000,2300000
"iPhone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Desert",1950000,1950000
"iPhone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - White",1950000,1950000
"iPhone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Natural",1950000,1950000
"iPhone 16 Pro Max 5G - 6.9"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4685mAh - Black",1950000,1950000
"iPhone 16 Pro 5G - 6.3"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - Desert",1820000,1820000
"iPhone 16 Pro 5G - 6.3"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - White",1820000,1820000
"iPhone 16 Pro 5G - 6.3"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - Natural",1820000,1820000
"iPhone 16 Pro 5G - 6.3"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - Black",1820000,1820000
"iPhone 16 Pro 5G - 6.3"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - Desert",1550000,1550000
"iPhone 16 Pro 5G - 6.3"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - White",1550000,1550000
"iPhone 16 Pro 5G - 6.3"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3582mAh - Black",1550000,1550000
"iPhone 16 Plus 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Pink",1530000,1530000
"iPhone 16 Plus 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - White",1500000,1500000
"iPhone 16 Plus 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Teal",1500000,1500000
"iPhone 16 Plus 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Black",1500000,1500000
"iPhone 16 Plus 5G - 6.7"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Ultramarine",1500000,1500000
"iPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Pink",1390000,1390000
"iPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - White",1360000,1360000
"iPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Teal",1360000,1360000
"iPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Black",1360000,1360000
"iPhone 16 Plus 5G - 6.7"" - 128GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 4674mAh - Ultramarine",1360000,1360000
"iPhone 16 5G - 6.1"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - Pink",1350000,1350000
"iPhone 16 5G - 6.1"" - 256GB ROM - 8GB RAM - Nano SIM - iOS 18 - Face ID - 3561mAh - White",1350000,1350000
